x,f(x)
-10.0, 0.5440211108893703
-9.99, 0.5356033346142919
-9.98, 0.5271319984520868
-9.97, 0.518607949529311
-9.96, 0.5100320402437549
-9.950000000000001, 0.5014051281791995
-9.940000000000001, 0.49272807601966234
-9.930000000000001, 0.48400175146312824
-9.920000000000002, 0.4752270271347822
-9.910000000000002, 0.4664047804997431
-9.900000000000002, 0.45753589377532317
-9.890000000000002, 0.44862125384280455
-9.880000000000003, 0.43966175215875203
-9.870000000000003, 0.4306582846658672
-9.860000000000003, 0.42161175170339577
-9.850000000000003, 0.41252305791709615
-9.840000000000003, 0.4033931121687734
-9.830000000000004, 0.39422282744539305
-9.820000000000004, 0.38501312076778604
-9.810000000000004, 0.3757649130989461
-9.800000000000004, 0.3664791292519324
-9.790000000000004, 0.3571566977973914
-9.780000000000005, 0.34779855097070034
-9.770000000000005, 0.3384056245787437
-9.760000000000005, 0.3289788579063328
-9.750000000000005, 0.3195191936222787
-9.740000000000006, 0.31002757768512873
-9.730000000000006, 0.30050495924856474
-9.720000000000006, 0.29095229056649646
-9.710000000000006, 0.2813705268978306
-9.700000000000006, 0.2717606264109496
-9.690000000000007, 0.26212355008789406
-9.680000000000007, 0.2524602616282654
-9.670000000000007, 0.24277172735285704
-9.660000000000007, 0.23305891610702165
-9.650000000000007, 0.223322799163791
-9.640000000000008, 0.21356435012674577
-9.630000000000008, 0.2037845448326575
-9.620000000000008, 0.19398436125390664
-9.610000000000008, 0.18416477940068246
-9.600000000000009, 0.17432678122298897
-9.590000000000009, 0.16447135051244516
-9.580000000000009, 0.154599472803908
-9.57000000000001, 0.1447121352769236
-9.56000000000001, 0.13481032665700468
-9.55000000000001, 0.12489503711676175
-9.54000000000001, 0.1149672581768858
-9.53000000000001, 0.10502798260699744
-9.52000000000001, 0.09507820432637194
-9.51000000000001, 0.0851189183045453
-9.50000000000001, 0.07515112046182035
-9.49000000000001, 0.06517580756967471
-9.480000000000011, 0.055193977151085406
-9.470000000000011, 0.04520662738077589
-9.460000000000012, 0.035214756985399824
-9.450000000000012, 0.0252193651436717
-9.440000000000012, 0.015221451386444464
-9.430000000000012, 0.005222015496763328
-9.420000000000012, -0.0047779425901157075
-9.410000000000013, -0.014777422886717302
-9.400000000000013, -0.024775425453344924
-9.390000000000013, -0.034770950498073556
-9.380000000000013, -0.044762998476727656
-9.370000000000013, -0.054750570192836606
-9.360000000000014, -0.0647326668975514
-9.350000000000014, -0.07470829038952058
-9.340000000000014, -0.08467644311470693
-9.330000000000014, -0.09463612826614587
-9.320000000000014, -0.10458634988362135
-9.310000000000015, -0.11452611295326273
-9.300000000000015, -0.12445442350704757
-9.290000000000015, -0.13437028872219342
-9.280000000000015, -0.14427271702044075
-9.270000000000016, -0.15416071816721408
-9.260000000000016, -0.16403330337063723
-9.250000000000016, -0.17388948538041793
-9.240000000000016, -0.18372827858656712
-9.230000000000016, -0.1935486991179641
-9.220000000000017, -0.20334976494073992
-9.210000000000017, -0.21313049595647834
-9.200000000000017, -0.22288991410023012
-9.190000000000017, -0.2326270434383128
-9.180000000000017, -0.24234091026590632
-9.170000000000018, -0.2520305432044234
-9.160000000000018, -0.2616949732986453
-9.150000000000018, -0.2713332341136153
-9.140000000000018, -0.2809443618312844
-9.130000000000019, -0.2905273953468902
-9.120000000000019, -0.30008137636506604
-9.110000000000019, -0.3096053494956726
-9.10000000000002, -0.3190983623493333
-9.09000000000002, -0.32855946563267363
-9.08000000000002, -0.3379877132432491
-9.07000000000002, -0.34738216236415587
-9.06000000000002, -0.3567418735583101
-9.05000000000002, -0.3660659108623927
